,KOIS,host_star,KOIP,Kepname,star_mass,star_radius,CDPP_6h,b,planet_period,planet_radius,e_Rp,T,RpAvg,Prat,Delta
582,K01436,11389771,K01436.03,Kepler-301 c ,0.997,1.009,111.964,0.0183,5.41907559,1.58940027211,0.145409031115,1020.87816397,1.55970503962,2.16023868124,24.9487998025
583,K01436,11389771,K01436.01,Kepler-301 b ,0.997,1.009,111.964,0.0282,2.508554095,1.53000980713,0.137214290341,1319.93724436,0.0,0.0,0.0
584,K01486, 7898352,K01486.02,Kepler-302 b ,1.007,1.19,180.557,0.0937,30.1836854,3.87231604062,0.467305323818,628.582508541,0.0,0.0,0.0
585,K01486, 7898352,K01486.01,Kepler-302 c ,1.007,1.19,180.557,0.8224,127.2824031,2.5735529434,0.48294567307,389.527417789,8.22293449201,4.21692717152,18.6874337979
586,K01529, 9821454,K01529.02,Kepler-59 b  ,0.973,1.24,63.807,0.3579,11.8691507,1.24727508497,0.184454850381,909.320742868,0.0,0.0,0.0
587,K01529, 9821454,K01529.01,Kepler-59 c  ,0.973,1.24,63.807,0.7345,17.9776157,1.99266931658,0.286019414607,793.441291876,1.61997220077,1.51465055541,13.9696730263
588,K01534, 4741126,K01534.02,Kepler-887 c ,1.179,1.3,46.539,0.1973,7.63846023,1.16081039746,0.150194065134,1101.70560578,0.0,0.0,0.0
589,K01534, 4741126,K01534.01,Kepler-887 b ,1.179,1.3,46.539,0.0521,20.42228798,1.79518443848,0.224442717059,793.955395003,1.47799741797,2.67361318447,35.9375026807
590,K01557, 5371776,K01557.02,Kepler-304 d ,0.782,0.744,142.727,0.1717,9.6534764,2.70853313004,0.229249253965,644.071391404,2.52291213324,1.8159444862,15.5059302555
591,K01557, 5371776,K01557.03,Kepler-304 c ,0.782,0.744,142.727,0.0982,5.315953474,2.33729113644,0.199951783792,785.679328826,2.75170633536,1.61299499234,12.112515896
592,K01557, 5371776,K01557.01,Kepler-304 b ,0.782,0.744,142.727,0.401,3.295703644,3.16612153428,0.309761540654,920.971665996,2.17757140093,2.19838598038,22.0902385738
593,K01557, 5371776,K01557.04,Kepler-304 e ,0.782,0.744,142.727,0.0624,1.499146953,1.18902126759,0.102638381445,1197.58164345,0.0,0.0,0.0
594,K01563, 5219234,K01563.01,Kepler-305 b ,0.833,0.808,276.745,0.7611,5.48711079,3.51672974683,0.336849633173,841.748828207,2.67568616971,1.71183429487,14.0562489014
595,K01563, 5219234,K01563.03,             ,0.833,0.808,276.745,0.1124,3.20539833,1.83464259258,0.169918253756,1006.30054237,0.0,0.0,0.0
596,K01563, 5219234,K01563.04,Kepler-305 d ,0.833,0.808,276.745,0.0376,16.73865956,2.69941977468,0.247718171702,580.14313781,3.02679096755,2.01892577267,17.5079339858
597,K01563, 5219234,K01563.02,Kepler-305 c ,0.833,0.808,276.745,0.8981,8.29087418,3.35416216042,0.406485808624,733.39767634,3.43544595362,1.51097262244,10.0090868912
598,K01567, 5438099,K01567.01,Kepler-306 c ,0.75,0.744,153.005,0.1135,7.2402285,2.25503329267,0.189748104376,723.567986448,1.9215817535,1.5583082374,12.434057673
599,K01567, 5438099,K01567.03,Kepler-306 d ,0.75,0.744,153.005,0.4769,17.32668599,2.23884182531,0.191761360436,540.708199066,2.24693755899,2.39311314415,22.8065388443
600,K01567, 5438099,K01567.04,Kepler-306 e ,0.75,0.744,153.005,0.0492,44.8412214,2.38937524376,0.207921839218,394.070807448,2.31410853453,2.58798603645,24.5188328076
601,K01567, 5438099,K01567.02,Kepler-306 b ,0.75,0.744,153.005,0.1602,4.64621076,1.58813021433,0.137787045387,839.27894029,0.0,0.0,0.0
602,K01576, 5299459,K01576.01,Kepler-307 b ,0.975,1.018,99.992,0.7038,10.41572924,3.21846729302,0.312576119583,812.421402708,0.0,0.0,0.0
603,K01576, 5299459,K01576.02,Kepler-307 c ,0.975,1.018,99.992,0.8052,13.08424096,3.0115370759,0.32110039516,753.925927971,3.11500218446,1.25620018133,6.04346957589
604,K01590, 5542466,K01590.02,             ,0.763,0.732,191.063,0.2003,2.355746434,1.27976900179,0.123836128433,1031.39965112,0.0,0.0,0.0
605,K01590, 5542466,K01590.01,             ,0.763,0.732,191.063,0.0367,12.89010472,1.80523806096,0.165306415389,585.266627355,1.54250353137,5.47177087226,48.4301193986
606,K01596,10027323,K01596.01,Kepler-309 b ,0.801,0.779,150.484,0.0366,5.92365634,1.63563365492,0.141178866731,763.567630898,0.0,0.0,0.0
607,K01596,10027323,K01596.02,Kepler-309 c ,0.801,0.779,150.484,0.8068,105.3585964,3.3119111923,0.480521260442,292.387767879,2.47377242361,17.7860750781,59.6113199103
608,K01598,10004738,K01598.03,Kepler-310 b ,0.874,0.854,76.316,0.3715,13.93072278,1.21132953879,0.113169450858,674.905390762,0.0,0.0,0.0
609,K01598,10004738,K01598.02,Kepler-310 d ,0.874,0.854,76.316,0.8193,92.8750347,2.36822165471,0.31596948566,358.528784859,2.84497111068,1.64449961167,12.9585037646
610,K01598,10004738,K01598.01,Kepler-310 c ,0.874,0.854,76.316,0.8839,56.476167,3.32172056665,0.356775243802,423.194573527,2.26652505272,4.05407299333,38.2315259529
611,K01608,10055126,K01608.01,Kepler-311 b ,1.038,1.18,57.367,0.0541,9.17613539,1.71646196034,0.210568750998,958.196654054,0.0,0.0,0.0
612,K01608,10055126,K01608.02,Kepler-311 c ,1.038,1.18,57.367,0.7033,19.7383913,1.58899174894,0.265483534588,742.739707257,1.65272685464,2.15105711294,24.7255612228
613,K01608,10055126,K01608.03,             ,1.038,1.18,57.367,0.481,232.058029,2.19351262468,0.28340594042,326.804195821,1.89125218681,11.7566839908,64.0992189455
614,K01628, 6975129,K01628.01,Kepler-312 c ,1.196,1.172,69.284,0.0747,19.74732846,2.56355867341,0.214024108476,762.773257471,1.7967852493,11.1412627974,71.7853499876
615,K01628, 6975129,K01628.02,Kepler-312 b ,1.196,1.172,69.284,0.0868,1.77244975,1.0300118252,0.092205809856,1703.31203445,0.0,0.0,0.0
616,K01647,11153121,K01647.02,Kepler-313 c ,1.076,1.37,84.589,0.5112,32.2752118,2.17879904864,0.334166069192,653.88596907,2.30450790363,2.15596280188,22.6129057641
617,K01647,11153121,K01647.01,Kepler-313 b ,1.076,1.37,84.589,0.5543,14.9702081,2.43021675862,0.441976086666,843.999112578,0.0,0.0,0.0
618,K01692, 6616218,K01692.01,Kepler-314 c ,0.983,1.006,42.014,0.773,5.96040108,3.17702593744,0.309235357024,951.107692504,2.03573144013,2.42187724668,27.8360876594
619,K01692, 6616218,K01692.02,Kepler-314 b ,0.983,1.006,42.014,0.282,2.46106655,0.894436942811,0.083200202201,1276.6921348,0.0,0.0,0.0
620,K01779, 9909735,K01779.02,Kepler-318 c ,1.129,1.085,82.754,0.0481,11.8150013,3.3855541858,0.276572263789,829.436708715,3.86617380817,2.53392948471,22.2331951357
621,K01779, 9909735,K01779.01,Kepler-318 b ,1.129,1.085,82.754,0.102,4.662719058,4.34679343054,0.348912843047,1131.49578998,0.0,0.0,0.0
622,K01781,11551692,K01781.02,Kepler-411 b ,0.837,0.788,62.563,0.0608,3.005155704,1.99145015592,0.165303195382,990.536161064,0.0,0.0,0.0
623,K01781,11551692,K01781.01,Kepler-411 c ,0.837,0.788,62.563,0.1189,7.834427877,3.46049878279,0.292661623055,720.083922887,2.72597446936,2.60699565968,24.3514972941
624,K01805, 4644952,K01805.01,Kepler-319 c ,0.966,0.905,80.068,0.0652,6.941359624,2.64716737147,0.2169480431,885.443752972,2.1451688385,1.59105348561,13.6781915216
625,K01805, 4644952,K01805.03,Kepler-319 b ,0.966,0.905,80.068,0.0073,4.362744362,1.64317030552,0.134209708829,1033.66214797,0.0,0.0,0.0
626,K01805, 4644952,K01805.02,Kepler-319 d ,0.966,0.905,80.068,0.5386,31.78209253,2.31529254965,0.195860686875,533.161912613,2.48122996056,4.57865522773,39.7960371576
627,K01809, 8240797,K01809.02,Kepler-321 b ,1.009,1.067,43.338,0.7922,4.915387067,1.77903198956,0.193415280831,1097.45241501,0.0,0.0,0.0
628,K01809, 8240797,K01809.01,Kepler-321 c ,1.009,1.067,43.338,0.6238,13.0939051,2.24518175265,0.255749876414,793.146977008,2.0121068711,2.6638604288,29.0791940613
629,K01820, 8277797,K01820.01,Kepler-322 c ,0.928,0.871,74.328,0.1418,4.337224039,1.67409086532,0.13833477713,987.970241677,1.34406825815,2.62243253921,34.4351935785
630,K01820, 8277797,K01820.02,Kepler-322 b ,0.928,0.871,74.328,0.2852,1.653893465,1.01404565097,0.0881015417091,1363.65026677,0.0,0.0,0.0
631,K01824, 2989404,K01824.01,Kepler-323 c ,0.99,1.097,34.492,0.2011,3.553829671,1.53866211727,0.156490497485,1286.55403803,1.44663276428,2.11748542036,25.2958985181
632,K01824, 2989404,K01824.02,Kepler-323 b ,0.99,1.097,34.492,0.0581,1.67832545,1.3546034113,0.13557130778,1651.59638219,0.0,0.0,0.0
633,K01831,11601584,K01831.02,Kepler-324 b ,0.871,0.881,71.997,0.1365,4.38536461,1.21183750828,0.107454589641,968.046583335,0.0,0.0,0.0
634,K01831,11601584,K01831.04,             ,0.871,0.881,71.997,0.3451,13.97946561,1.66057100467,0.15777150215,657.197888585,1.43620425647,3.18775446359,37.8188651883
635,K01832,11709244,K01832.01,Kepler-325 b ,0.948,0.874,181.725,0.0294,4.544437773,2.61971360942,0.215283759228,993.73484793,0.0,0.0,0.0
636,K01832,11709244,K01832.03,Kepler-325 d ,0.948,0.874,181.725,0.5636,38.7146833,2.66769773528,0.344858384009,487.234839084,2.64370567235,8.51913597101,50.8463946202
637,K01837,10657406,K01837.02,Kepler-969 c ,0.886,0.843,77.225,0.4643,1.682934604,1.0281822297,0.0877892622597,1301.21536271,0.0,0.0,0.0
638,K01837,10657406,K01837.01,Kepler-969 b ,0.886,0.843,77.225,0.2011,34.1731714,2.0760919762,0.170256724497,476.59724263,1.55213710295,20.3057036909,78.6267993657
639,K01839, 5856571,K01839.02,             ,0.965,0.899,98.097,0.1907,80.4112953,2.323244924,0.217751079928,384.291394869,2.31348781987,8.38429262394,53.0171639765
640,K01839, 5856571,K01839.01,Kepler-971 b ,0.965,0.899,98.097,0.7517,9.59070716,2.30373071574,0.21553489296,781.651999708,0.0,0.0,0.0
641,K01860, 4157325,K01860.02,Kepler-416 c ,1.004,1.023,101.06,0.1721,12.20945351,2.41482895049,0.213618140235,790.529450867,2.4552650589,1.93205064136,18.6967018842
642,K01860, 4157325,K01860.04,             ,1.004,1.023,101.06,0.4669,24.8435099,1.39524866345,0.145316545658,623.960710638,1.90503880697,2.03477656716,21.8702634918
643,K01860, 4157325,K01860.03,             ,1.004,1.023,101.06,0.1238,3.076452083,1.60259445964,0.146784692456,1252.43108988,0.0,0.0,0.0
644,K01860, 4157325,K01860.01,Kepler-416 b ,1.004,1.023,101.06,0.0458,6.31942727,2.4957011673,0.221647084672,985.133473755,2.04914781347,2.05412829438,21.5591950473
645,K01871, 9758089,K01871.02,             ,0.751,0.735,129.213,0.123,32.3763405,1.98786372216,0.172716970066,412.001770279,0.0,0.0,0.0
646,K01871, 9758089,K01871.01,             ,0.751,0.735,129.213,0.1434,92.7296775,2.52961113739,0.214779947849,290.0391783,2.25873742978,2.86411855287,27.1576565126
647,K01875, 9967771,K01875.02,Kepler-990 c ,0.895,0.981,85.074,0.1093,0.538354308,1.38021613921,0.12906869984,2176.6780966,0.0,0.0,0.0
648,K01875, 9967771,K01875.01,Kepler-990 b ,0.895,0.981,85.074,0.8058,9.91723428,2.38112797569,0.248391876639,826.424843438,1.88067205745,18.4213892833,68.3533422658
649,K01889,11074178,K01889.02,             ,0.921,0.865,182.159,0.3754,9.18186435,1.57092076115,0.142531175358,771.558375539,0.0,0.0,0.0
650,K01889,11074178,K01889.01,Kepler-1001 b,0.921,0.865,182.159,0.8943,14.30511983,3.14889685715,0.342731301515,665.745541106,2.35990880915,1.55797551398,12.4725981199
651,K01891, 8680979,K01891.01,Kepler-330 c ,0.831,0.811,151.554,0.526,15.95545002,2.40011864475,0.285365295177,584.242102004,1.91301556705,1.93169573433,18.9041220142
652,K01891, 8680979,K01891.02,Kepler-330 b ,0.831,0.811,151.554,0.0477,8.25981532,1.42591248936,0.129385451297,728.113857204,0.0,0.0,0.0
653,K01905,10328393,K01905.03,Kepler-332 d ,0.766,0.736,78.042,0.5221,34.2113054,1.20534953571,0.109964793022,431.527324821,1.15660592413,2.13879323175,29.6377239797
654,K01905,10328393,K01905.02,Kepler-332 c ,0.766,0.736,78.042,0.3721,15.9956114,1.10786231256,0.101621761901,555.906374284,1.17401960852,2.09741633321,28.3280284243
655,K01905,10328393,K01905.01,Kepler-332 b ,0.766,0.736,78.042,0.0436,7.62634063,1.24017690447,0.107519252246,711.832825685,0.0,0.0,0.0
656,K01909,10130039,K01909.02,Kepler-334 b ,1.031,1.046,43.243,0.1548,5.47033694,1.07559986668,0.0942971683249,1067.8919945,0.0,0.0,0.0
657,K01909,10130039,K01909.01,Kepler-334 c ,1.031,1.046,43.243,0.0939,12.75802811,1.43944746118,0.122190494793,805.186186834,1.25752366393,2.33221979742,31.7814492094
658,K01909,10130039,K01909.03,Kepler-334 d ,1.031,1.046,43.243,0.0327,25.09852783,1.45762324951,0.129428199358,642.122324072,1.44853535535,1.96727328186,22.3274679685
659,K01915, 9101496,K01915.01,Kepler-335 b ,1.369,1.84,73.667,0.789,6.56225728,3.31623090793,0.541095711193,1299.82036545,0.0,0.0,0.0
660,K01915, 9101496,K01915.02,Kepler-335 c ,1.369,1.84,73.667,0.371,67.8450771,2.93346897805,0.471740453353,597.259721469,3.12484994299,10.3386798483,58.0180222984
661,K01916, 6037581,K01916.02,Kepler-336 c ,1.095,1.133,68.735,0.4069,9.59993139,1.85961848476,0.191579152372,914.707856564,1.40637718156,4.74112749911,55.0571509841
662,K01916, 6037581,K01916.01,Kepler-336 d ,1.095,1.133,68.735,0.6158,20.67879355,2.16525241183,0.297435757203,708.268760427,2.0124354483,2.15405638956,23.6995617291
663,K01916, 6037581,K01916.03,Kepler-336 b ,1.095,1.133,68.735,0.4312,2.024820339,0.953135878356,0.101666142481,1537.2042358,0.0,0.0,0.0
664,K01922, 9411166,K01922.01,Kepler-1016 b,1.007,1.052,125.103,0.7361,1.954524342,2.33532845443,0.250132151988,1491.65884269,0.0,0.0,0.0
665,K01922, 9411166,K01922.03,Kepler-1016 c,1.007,1.052,125.103,0.0767,105.6551369,3.86546399732,0.38335689939,394.713774459,3.10039622587,54.0567004614,70.0423597736
666,K01929,10136549,K01929.02,Kepler-337 b ,1.073,1.69,35.943,0.2954,3.29276965,1.54447499565,0.247800055031,1533.86145943,0.0,0.0,0.0
667,K01929,10136549,K01929.01,Kepler-337 c ,1.073,1.69,35.943,0.6204,9.69315566,2.09868125116,0.380034814905,1072.35386535,1.8215781234,2.94376974107,33.4714867841
668,K01930, 5511081,K01930.03,Kepler-338 d ,1.114,1.68,31.339,0.7089,44.4301361,2.69941874028,0.526718714074,669.053858984,2.49873559363,1.82756284908,17.6727367092
669,K01930, 5511081,K01930.02,Kepler-338 c ,1.114,1.68,31.339,0.1198,24.3111399,2.29805244698,0.368500405537,817.434078796,2.34003578297,1.77103576714,17.0913403736
670,K01930, 5511081,K01930.04,Kepler-338 e ,1.114,1.68,31.339,0.8523,9.34144548,1.68203319405,0.371241159757,1121.78404311,0.0,0.0,0.0
671,K01930, 5511081,K01930.01,Kepler-338 b ,1.114,1.68,31.339,0.0988,13.72707449,2.38201911897,0.381425975632,986.771457658,2.03202615651,1.46948076927,12.1018826235
672,K01931,10978763,K01931.01,Kepler-339 b ,0.915,0.854,101.578,0.6497,4.97761996,1.53192453475,0.252556402822,943.02688726,0.0,0.0,0.0
673,K01931,10978763,K01931.03,Kepler-339 c ,0.915,0.854,101.578,0.2087,6.98803345,1.24598702712,0.110284507825,842.428011441,1.38895578093,1.40389051518,11.8193272508
674,K01931,10978763,K01931.02,Kepler-339 d ,0.915,0.854,101.578,0.1625,10.55838956,1.22778645252,0.107145004565,733.858520503,1.23688673982,1.5109243016,16.0216914613
675,K01952, 7747425,K01952.01,Kepler-341 c ,1.006,1.3,86.199,0.0077,8.01041305,2.23559243182,0.291526853865,1026.3780946,1.85716615517,1.54177824206,13.3100881199
676,K01952, 7747425,K01952.03,Kepler-341 b ,1.006,1.3,86.199,0.3654,5.19556758,1.47873987852,0.199291173048,1186.66789177,0.0,0.0,0.0
677,K01952, 7747425,K01952.02,Kepler-341 d ,1.006,1.3,86.199,0.6655,27.6665971,2.51941250669,0.49360875573,679.471623118,2.37750246925,3.45382902571,34.1929601158
678,K01955, 9892816,K01955.01,Kepler-342 b ,1.23,1.36,43.787,0.0711,15.17026179,2.10066377063,0.277631929826,900.263717278,1.53080002167,9.22639259263,73.0890853919
679,K01955, 9892816,K01955.04,Kepler-342 c ,1.23,1.36,43.787,0.0381,26.2348478,1.83524436748,0.247106560804,750.036648978,1.96795406905,1.72936025516,17.8976118538
680,K01955, 9892816,K01955.03,Kepler-342 e ,1.23,1.36,43.787,0.3188,1.644224613,0.960936272715,0.130645868649,1886.29819541,0.0,0.0,0.0
681,K01960, 6949061,K01960.02,Kepler-343 c ,1.069,1.38,59.158,0.0536,23.2218189,2.01694609633,0.302855526677,742.506241243,2.17382838025,2.58926998818,28.1707657834
682,K01960, 6949061,K01960.01,Kepler-343 b ,1.069,1.38,59.158,0.7397,8.96848108,2.33071066417,0.437859430864,1018.19774539,0.0,0.0,0.0
683,K01970, 9650808,K01970.01,Kepler-344 b ,0.907,0.97,136.471,0.0328,21.96399084,2.67797640981,0.241127588279,614.996578917,0.0,0.0,0.0
684,K01970, 9650808,K01970.02,Kepler-344 c ,0.907,0.97,136.471,0.6967,125.602302,3.2223658032,0.563145919604,343.898305523,2.9501711065,5.71855556283,41.3395836974
685,K01978, 9518318,K01978.01,Kepler-346 b ,0.94,0.917,158.134,0.3789,6.51111985,2.48682988119,0.211174317333,900.209976842,0.0,0.0,0.0
686,K01978, 9518318,K01978.02,Kepler-346 c ,0.94,0.917,158.134,0.7843,23.85163032,3.02316997196,0.293039819261,583.847263926,2.75499992658,3.66321475714,33.2893612006
687,K01992,11450414,K01992.01,Kepler-347 b ,1.008,1.54,84.794,0.7584,12.7983044,3.06532263043,0.579501483133,952.385681101,0.0,0.0,0.0
688,K01992,11450414,K01992.02,Kepler-347 c ,1.008,1.54,84.794,0.6137,27.3216332,2.53375740655,0.481541885925,740.689853613,2.79954001849,2.1347853861,20.6026975816
689,K02004,12154526,K02004.01,Kepler-1047 b,1.054,1.29,49.895,0.1386,56.1886887,2.40484718085,0.312960755708,524.1460677,1.73369457198,17.6196649093,77.5432409394
690,K02004,12154526,K02004.02,Kepler-1047 c,1.054,1.29,49.895,0.0889,3.18897601,1.06254196311,0.142733205816,1365.4342917,0.0,0.0,0.0
691,K02007,11069176,K02007.01,Kepler-1050 b,1.046,1.067,61.191,0.5637,15.3787546,1.53206758123,0.195716814309,759.549644991,0.0,0.0,0.0
692,K02007,11069176,K02007.02,Kepler-1050 c,1.046,1.067,61.191,0.1658,21.1284569,1.41885335391,0.133681059858,684.425508444,1.47546046757,1.37387307682,10.799621621
693,K02011, 5384079,K02011.02,Kepler-348 c ,1.224,1.253,43.179,0.4984,17.2654644,1.13151461177,0.106721596345,847.561032379,1.27008716067,2.44665849423,35.5106956189
694,K02011, 5384079,K02011.01,Kepler-348 b ,1.224,1.253,43.179,0.3635,7.05675289,1.40865970958,0.131222893392,1142.09329901,0.0,0.0,0.0
695,K02012, 9839821,K02012.01,Kepler-1052 b,1.019,0.962,144.12,0.0252,34.8538276,2.77583419172,0.232709728142,540.942379382,0.0,0.0,0.0
696,K02012, 9839821,K02012.02,             ,1.019,0.962,144.12,0.2627,180.92477,2.54629795785,0.222440928974,312.882285909,2.66106607478,5.19095842432,42.3644009874
697,K02022, 8564674,K02022.02,Kepler-349 c ,1.088,1.031,140.487,0.046,12.24764145,2.23108347631,0.18702963266,806.078415098,2.18517461409,2.06546135295,21.8390910598
698,K02022, 8564674,K02022.01,Kepler-349 b ,1.088,1.031,140.487,0.1442,5.92973644,2.13926575188,0.178337777028,1026.54733783,0.0,0.0,0.0
699,K02029, 9489524,K02029.02,Kepler-352 b ,0.83,0.786,64.505,0.1069,10.05545337,0.929361987742,0.0835118765099,697.966236465,0.810910025473,1.45999969236,22.8218670877
700,K02029, 9489524,K02029.04,             ,0.83,0.786,64.505,0.1274,4.78850157,0.628659236352,0.0603500161732,893.163777002,0.0,0.0,0.0
701,K02029, 9489524,K02029.01,Kepler-352 c ,0.83,0.786,64.505,0.1332,16.33269854,1.31000141408,0.112938828542,593.427810768,1.11968170091,1.62426276957,19.6209478555
702,K02029, 9489524,K02029.03,             ,0.83,0.786,64.505,0.208,6.88729828,0.692458063203,0.0653248504884,791.959640281,0.660558649778,1.43829926321,28.662825219
703,K02037, 9634821,K02037.03,             ,0.814,0.776,174.841,0.0482,8.56266484,1.89366114836,0.169294724709,686.465161629,1.88369864499,1.56334048119,12.9411021797
704,K02037, 9634821,K02037.02,             ,0.814,0.776,174.841,0.2855,5.47715929,1.87373614162,0.167546977149,795.254778332,0.0,0.0,0.0
705,K02037, 9634821,K02037.01,             ,0.814,0.776,174.841,0.3544,73.7579317,3.52956608117,0.302853500001,334.63732008,2.71161361477,8.61389918655,48.1735990028
706,K02038, 8950568,K02038.03,Kepler-85 d  ,0.95,0.917,158.793,0.3181,17.9133739,1.329465227,0.130201827072,641.991002473,1.66941093026,1.43150470018,11.5925287152
707,K02038, 8950568,K02038.02,Kepler-85 c  ,0.95,0.917,158.793,0.6443,12.51366754,2.00935663353,0.281704954516,723.634477754,0.0,0.0,0.0
708,K02039, 8804845,K02039.02,Kepler-1067 b,1.012,0.952,97.822,0.3288,0.762129261,0.807112602693,0.0784657064374,1877.07460325,0.0,0.0,0.0
709,K02039, 8804845,K02039.01,             ,1.012,0.952,97.822,0.2351,5.42587228,1.52351081821,0.130668011136,975.300788182,1.16531171045,7.11935961215,69.9928003783
710,K02051, 7265298,K02051.01,Kepler-355 c ,0.98,1.113,107.793,0.6319,25.7624524,3.02819533523,0.412983327044,651.683088069,2.31705537,2.33530468615,24.0797657705
711,K02051, 7265298,K02051.02,Kepler-355 b ,0.98,1.113,107.793,0.4898,11.0317307,1.60591540478,0.212010341786,864.485361179,0.0,0.0,0.0
712,K02053, 2307415,K02053.01,Kepler-356 c ,1.167,1.35,49.012,0.6156,13.12163551,1.98349503434,0.334467625541,928.000316004,1.78636120628,2.84468773682,33.6361650599
713,K02053, 2307415,K02053.02,Kepler-356 b ,1.167,1.35,49.012,0.0875,4.61268045,1.58922737821,0.212151848443,1317.86052584,0.0,0.0,0.0
714,K02073, 8164257,K02073.02,Kepler-357 b ,0.801,0.771,187.386,0.0866,6.47538919,1.77962473314,0.159203463176,759.806567951,0.0,0.0,0.0
715,K02073, 8164257,K02073.01,Kepler-357 d ,0.801,0.771,187.386,0.8693,49.5004952,3.17313446971,0.365598629125,386.051172788,2.75354157494,2.9362724645,26.6738370619
716,K02073, 8164257,K02073.03,Kepler-357 c ,0.801,0.771,187.386,0.676,16.85827722,2.33394868017,0.344914328609,552.486443654,2.05678670666,2.60343845371,26.1443009375
717,K02076, 9517393,K02076.02,Kepler-1085 b,1.093,1.25,129.014,0.4078,219.3217528,7.93736929747,0.00297579239,337.1190603,5.89196160043,3.86284707202,23.1596519709
718,K02076, 9517393,K02076.01,             ,1.093,1.25,129.014,0.3053,56.777229,3.8465539034,0.497684357833,528.720827486,0.0,0.0,0.0
719,K02086, 6768394,K02086.02,Kepler-60 c  ,1.049,1.44,61.217,0.6317,8.91902447,2.0870133239,0.390706194437,1056.40902959,2.01511834957,1.2503988441,6.93793721105
720,K02086, 6768394,K02086.01,Kepler-60 b  ,1.049,1.44,61.217,0.8212,7.13294363,1.94322337523,0.382967258617,1136.62622636,0.0,0.0,0.0
721,K02086, 6768394,K02086.03,Kepler-60 d  ,1.049,1.44,61.217,0.6142,11.8984932,1.75216730929,0.289596168232,959.892202948,1.9195903166,1.33405769207,9.06807358073
722,K02093, 6525946,K02093.02,             ,1.068,1.139,138.209,0.1902,2.5081152,1.6412533097,0.17502869267,1457.43028363,1.49278949478,2.52798482705,31.4921792408
723,K02093, 6525946,K02093.03,             ,1.068,1.139,138.209,0.1071,0.992140132,1.34432567986,0.146009130517,1989.30265783,0.0,0.0,0.0
724,K02111, 8612275,K02111.01,Kepler-360 b ,0.982,0.93,140.318,0.149,3.289722169,1.46084655372,0.12243376209,1148.9760925,0.0,0.0,0.0
725,K02111, 8612275,K02111.02,Kepler-360 c ,0.982,0.93,140.318,0.1018,7.1864526,1.90485346393,0.165727156808,885.967907802,1.68285000883,2.18451657338,24.2536994544
726,K02135, 9904006,K02135.03,Kepler-361 b ,1.195,1.48,55.157,0.0615,8.48653576,1.61885137436,0.24492791704,1120.03851207,0.0,0.0,0.0
727,K02135, 9904006,K02135.02,             ,1.195,1.48,55.157,0.1442,20.1890097,1.57260834777,0.23839623219,840.832319055,1.59572986107,2.37894592929,29.4696399049
728,K02135, 9904006,K02135.01,Kepler-361 c ,1.195,1.48,55.157,0.0389,55.1866695,2.81962059704,0.41681052639,601.255809454,2.19611447241,2.73350056888,30.6696668402
729,K02147,10404582,K02147.01,Kepler-362 c ,0.909,0.96,79.904,0.8432,37.8658982,2.22294582497,0.286114386221,525.579885429,1.66735212537,3.66655410924,40.9250818833
730,K02147,10404582,K02147.02,Kepler-362 b ,0.909,0.96,79.904,0.1957,10.32738017,1.11175842578,0.119951755434,810.406191377,0.0,0.0,0.0
731,K02148, 6021193,K02148.01,Kepler-363 d ,1.213,1.71,54.913,0.6479,11.9320869,2.38158816528,0.394993730916,987.721747799,2.13324441662,1.58201411074,14.5903001958
732,K02148, 6021193,K02148.03,Kepler-363 b ,1.213,1.71,54.913,0.1539,3.61461353,1.39396978543,0.183015710147,1469.65962261,0.0,0.0,0.0
733,K02148, 6021193,K02148.02,Kepler-363 c ,1.213,1.71,54.913,0.231,7.54233911,1.88490066796,0.233119255934,1149.10870129,1.63943522669,2.0866239357,25.2795033728
734,K02153,10253547,K02153.02,Kepler-364 b ,1.113,1.28,55.076,0.3184,25.7457529,1.5791747724,0.228741358394,722.450453559,0.0,0.0,0.0
735,K02153,10253547,K02153.01,Kepler-364 c ,1.113,1.28,55.076,0.0488,59.9810586,2.17202067079,0.309407850278,545.116163944,1.8755977216,2.32974575779,26.7398011177
736,K02158, 5211199,K02158.02,             ,0.858,0.918,39.595,0.0343,6.68228463,0.637116958508,0.0627036202909,876.345623118,0.736947356346,1.46475526118,26.2228608534
737,K02158, 5211199,K02158.01,             ,0.858,0.918,39.595,0.2104,4.56204856,0.836777754184,0.0741593713562,995.338201977,0.0,0.0,0.0
738,K02162, 9205938,K02162.01,Kepler-1126 b,0.815,0.856,52.522,0.0463,108.593329,1.60908974079,0.139384850724,357.024233943,0.0,0.0,0.0
739,K02162, 9205938,K02162.02,             ,0.815,0.856,52.522,0.5881,199.664537,1.5578626724,0.140963881548,291.248222004,1.5834762066,1.83864459114,18.5075970934
740,K02167, 6041734,K02167.01,Kepler-1129 b,1.004,0.969,182.891,0.5363,24.3397804,2.81384383287,0.242261983203,611.097701396,0.0,0.0,0.0
741,K02167, 6041734,K02167.03,Kepler-1129 c,1.004,0.969,182.891,0.0644,76.5369586,2.59970455073,0.227599289278,416.717995568,2.7067741918,3.14452132855,30.5747757469
742,K02168,11308499,K02168.02,Kepler-366 c ,1.036,1.153,102.57,0.1724,12.51618164,1.99477725369,0.221976879898,861.70736999,1.82492850281,3.81367558306,40.1311560675
